text,is_prompt
"""""""
    You are an advanced reasoning agent that can improve based on self reflection. You will be
    given a previous reasoning trial in which you were given access to an Docstore API environment
    and a question to answer. You were unsuccessful in answering the question either because you
    guessed the wrong answer as Final Answer, or you used up your set number of reasoning
    steps. In a few sentences, Diagnose a possible reason for failure and devise a new, concise,
    high level plan that aims to mitigate the same failure. Use complete sentences.\n

    Here are some examples: 
    {few_shot_demonstation}\n

    Previous trial:
    {previous_trial}\n

    Reflection:
""""""",0
"""Only one of 'examples' and 'example_selector' should be provided""",0
"""input_key""",0
"""User Authentication""",0
"""stuff""",0
"""data""",0
"""I don't have enough information to answer.""",0
"""The main sentiment of the review, limited to 3 words.""",0
'info',0
"""request""",0
"""jinja2""",0
"""train""",0
"""You are DB-GPT, an AI designed to answer questions about HackerNews by query `hackerbews` database in MySQL. """,0
"""###""",0
"""flower_type""",0
"f""Since {name} is the first task, its input data type is supposed to be none but it is {input_key}.Please find another way.\n""",0
"""content""",0
"""OpenAI failed to initialize: {e}.""",0
"""answer""",0
'utf-8',0
"""text-davinci-003""",0
'url',0
"""cost""",0
"""REFINED CODE""",0
'\n',0
"""""""Return the prompt type key.""""""",0
'conversation',0
"""\033[94m""",0
"""dbpedia_entity""",0
"""max_length""",0
"""chatyuan""",0
"""pt""",0
"""provides""",0
"""FeedbackDataset""",0
"f'st.sidebar.markdown(""""""{steps}"""""")\n'",0
"""""",0
"f""Current Memory: {user_state[0]['agent'].memory.buffer}""",0
"""sess large collections of their own artwork, sketches, or designs. Sharing this """,0
"""source_documents""",0
'topic_3_msg_type',0
"""documents-markdown""",0
'data',0
"""Upload-own-file""",0
"""llm output: """,0
"""Successfully logged in to Google""",0
'season',0
"""""""""""""",0
"""Qwen""",0
'multiline',0
"""TOGETHERAI_API_KEY""",0
"""input""",0
"""Invalid prompt schema.""",0
"""_MORE_""",0
"""base_type""",0
"""address""",0
'/',0
"""I'm a 45 year old marketing manager.\nI'm interested in exploring alternative investments.\nDo you think investing in peer-to-peer lending platforms is a good idea?""",0
"""""""Create pass-through example selector using example list

        Returns:
            The FixedExampleSelector instantiated
        """"""",0
"""prompt""",0
"""stablelm""",0
'replace',0
'hf',0
"""dynamic""",0
"""OPENAI_API_KEY""",0
"""""""
    Finds the model checkpoint used in the docstrings for a given model.

    Args:
        model_type (`str`): A valid model type (like ""bert"" or ""gpt2"")
        model_files (`Dict[str, Union[Path, List[Path]]`, *optional*):
            The files associated to `model_type`. Can be passed to speed up the function, otherwise will be computed.

    Returns:
        `str`: The checkpoint used.
    """"""",0
"""message""",0
"f""{data['start_time']}\t{title}\n""",0
"""""""
    A structured prompt for a language model.
    """"""",0
"""Ukrainian""",0
"""term""",0
'</h3>',0
'max_seq_len',0
'max_length',0
"""feedback""",0
"""history""",0
'default',0
"f""{root}{openapi_url}""",0
'--model',0
"""english""",0
'Generating the GoogleSQL statement with PaLM',0
"""{% endfor %}""",0
"""source""",0
"""Please install it with `pip install openai`.""",0
"""vnd.google-apps.presentation""",0
"""aleph_alpha""",0
"""query""",0
"""""""Determine if the given parameter is an argument that can still
    accept values.

    :param ctx: Invocation context for the command represented by the
        parsed complete args.
    :param param: Argument object being checked.
    """"""",0
"""none""",0
"""LLM: ClaudeV2""",0
"""Send heartbeat to model controller""",0
"""mmr""",0
"""""",0
"""MILVUS_SECURE""",0
"""secretsmanager""",0
"f""completion obj content: {completion_obj['content']}""",0
"""</s>""",0
"""""""Format previous actions.""""""",0
"', '",0
'openai',0
"""Content-Type""",0
"""n""",0
"""""""Return Identifier of agent type.""""""",0
"""output_key""",0
"""memory""",0
"""OutputDir/dr-doc-search""",0
"""token_num""",0
"""user""",0
"""source""",0
"f""match_labels({contents})""",0
"""orderBy""",0
"""theme""",0
"""about_me""",0
"""azure""",0
"""--num-gpus""",0
"""""""A prompt template string to put after the examples.""""""",0
"""What are the 3 best places to eat in {place}?""",0
"""""""Return the prompt type key.""""""",0
"""finish_reason""",0
"""update""",0
"""message""",0
"""memory_keys""",0
"""koala""",0
'mp3',0
"""{% raw %}""",0
"""gpt-4""",0
"""model""",0
"f""""""<span style=\""color:red\"">ERROR!</span>{str(e)}\n  {ai_response_text} """"""",0
"""filter""",0
"""content""",0
"""SELECT""",0
"""días""",0
"""docs""",0
"""utf-8""",0
"""API data""",0
"""text""",0
"""input_key""",0
"""ai""",0
'responses',0
"""sessionSecret""",0
'toppadding',0
"""José""",0
"""PNG""",0
"""Device to run model. If None, the device is automatically determined""",0
"f'""{column}_{i+1}""'",0
"""max_length""",0
"""get_text_length""",0
"""\n""",0
"""--port""",0
"""context""",0
"""""""Test that ZBasePromptTemplate partials work when overridden.""""""",0
"""label""",0
"""einops==0.6.1""",0
"""""""Response Format: 
            {
                ""table"": [""orders"", ""products""]
            }
            """"""",0
"""prompt""",0
"""$""",0
"""user_query""",0
'',0
"""UI""",0
"""input_variables""",0
"""embed-multilingual-v3.0""",0
"""Upload Mode""",0
'vectorstores',0
"""Observation:""",0
"""Invalid Format: Missing 'Action:' after 'Thought:'""",0
"""user""",0
"""![](app/static/github-24px-blk.png) [The MoMA Collection datasets on GitHub](https://github.com/MuseumofModernArt/collection)""",0
"""csv""",0
"""local""",0
"""""""embeddings""""""",0
"""i""",0
"""The uploaded image""",0
'value',0
"r""\[(.*)\](?:\(.*\))""",0
"""name""",0
'topic',0
"""params""",0
'model_name',0
"""ChatGLM""",0
"""session_id""",0
"""0""",0
"""data/meta/meta.pdf""",0
"""query""",0
'/',0
"""The amount of token-space to leave in input for generation.""",0
"""bright_yellow""",0
"""ci_tokens""",0
"""""""Question: What is the elevation range for the area that the eastern sector of the Colorado orogeny extends into?
Thought: I need to search Colorado orogeny, find the area that the eastern sector of the Colorado orogeny extends into, then find the elevation range of the area.
Action: Search[Colorado orogeny]
Observation: The Colorado orogeny was an episode of mountain building (an orogeny) in Colorado and surrounding areas.
Thought: It does not mention the eastern sector. So I need to look up eastern sector.
Action: Lookup[eastern sector]
Observation: (Result 1 / 1) The eastern sector extends into the High Plains and is called the Central Plains orogeny.
Thought: The eastern sector of Colorado orogeny extends into the High Plains. So I need to search High Plains and find its elevation range.
Action: Search[High Plains]
Observation: High Plains refers to one of two distinct land regions
Thought: I need to instead search High Plains (United States).
Action: Search[High Plains (United States)]
Observation: The High Plains are a subregion of the Great Plains. From east to west, the High Plains rise in elevation from around 1,800 to 7,000 ft (550 to 2,130 m).[3]
Thought: High Plains rise in elevation from around 1,800 to 7,000 ft, so the answer is 1,800 to 7,000 ft.
Action: Finish[1,800 to 7,000 ft]""""""",0
"""w""",0
"""""""
Run selector.

| Copyright 2017-2023, Voxel51, Inc.
| `voxel51.com <https://voxel51.com/>`_
|
""""""",0
"""default""",0
"""page_content""",0
'answer',0
"""online""",0
'link_homepage',0
"""""",0
"""auto""",0
"""""",0
"""▌""",0
"""==""",0
"f""调用agent失败: `{llm_output}`""",0
"""name""",0
"' for {code_topic}, only give me the raw code'",0
"f""Whoops...try that again. `{ex}`""",0
"""metadata""",0
"""The input to this tool should be a string, representing the text used to generate image. """,0
"""Test1""",0
"""input_columns""",0
"""I used the tool""",0
"""postgresql""",0
"""list""",0
'pitch',0
"""inputs""",0
"""stuff""",0
'input_node',0
"""displayName""",0
"""useful for when you need to answer questions about math. Input: the math operation.""",0
'answer',0
"""Generating Statistical Facts""",0
"""snippet""",0
"""iPhone""",0
"""answer any questions""",0
"""LangChain Demo""",0
"""response""",0
"""""""Question: What is the elevation range for the area that the eastern sector of the Colorado orogeny extends into?
Thought: I need to search Colorado orogeny, find the area that the eastern sector of the Colorado orogeny extends into, then find the elevation range of the area.
Action: Search[Colorado orogeny]
Observation: The Colorado orogeny was an episode of mountain building (an orogeny) in Colorado and surrounding areas.
Thought: It does not mention the eastern sector. So I need to look up eastern sector.
Action: Lookup[eastern sector]
Observation: (Result 1 / 1) The eastern sector extends into the High Plains and is called the Central Plains orogeny.
Thought: The eastern sector of Colorado orogeny extends into the High Plains. So I need to search High Plains and find its elevation range.
Action: Search[High Plains]
Observation: High Plains refers to one of two distinct land regions
Thought: I need to instead search High Plains (United States).
Action: Search[High Plains (United States)]
Observation: The High Plains are a subregion of the Great Plains. From east to west, the High Plains rise in elevation from around 1,800 to 7,000 ft (550 to 2,130 m).[3]
Thought: High Plains rise in elevation from around 1,800 to 7,000 ft, so the answer is 1,800 to 7,000 ft.
Action: Finish[1,800 to 7,000 ft]""""""",0
'a+',0
"""event""",0
'--model',0
"""%B %d, %Y, %I:%M %p""",0
'should_strage_search',0
"f""for file {file['name']}, ignore error {x}""",0
"""_transcribed_audio.wav""",0
'tmp',0
"""""",0
"""source""",0
"""Success""",0
"""allowed_special""",0
'mask',0
"""plan_and_execute""",0
"""scanned""",0
"""[""",0
"""KENDRA_INDEX_ID""",0
'\n',0
"""xverse""",0
"""src/extension/autotab""",0
"""stream""",0
'records',0
"""Select Lesson Type""",0
"""files""",0
"""""""
    This function is used to tweak the graph data using the node id and the tweaks dict.

    :param graph_data: The dictionary containing the graph data. It must contain a 'data' key with
                       'nodes' as its child or directly contain 'nodes' key. Each node should have an 'id' and 'data'.
    :param tweaks: A dictionary where the key is the node id and the value is a dictionary of the tweaks.
                   The inner dictionary contains the name of a certain parameter as the key and the value to be tweaked.

    :return: The modified graph_data dictionary.

    :raises ValueError: If the input is not in the expected format.
    """"""",0
"""model""",0
"f""{self.name}: """,0
"""localhost""",0
'.docx',0
"f""fiftyone.{name}.html""",0
"""answer""",0
"f""&slide=id.{slide['objectId']}""",0
""" """,0
"""codechat-bison@001""",0
"""follow-up questions""",0
'documents',0
"""No completion config in the config file""",0
""".doc""",0
"""sep""",0
"""pull_request""",0
"""{}""",0
"""""",0
"""stuff""",0
'transcript',0
"""""",0
'connector_userid',0
"f""Output Image: {updated_image_path}""",0
"""mimeType""",0
'Generation error:',0
"""traceback""",0
"""`sentence-2` or triplets `sentence-1`, `sentence-2`, `sentence-3` """,0
"""delta""",0
"""""""I want you to act as an interviewer strictly following the guideline in the current conversation.
            
            Ask me questions and wait for my answers like a human. Do not write explanations.
            Candidate has no assess to the guideline.
            Only ask one question at a time. 
            Do ask follow-up questions if you think it's necessary.
            Do not ask the same question.
            Do not repeat the question.
            Candidate has no assess to the guideline.
            You name is GPTInterviewer.
            I want you to only reply as an interviewer.
            Do not write all the conversation at once.
            Candiate has no assess to the guideline.
            
            Current Conversation:
            {history}
            
            Candidate: {input}
            AI: """"""",0
'pause-before',0
"""jd_history""",0
"""query""",0
"""System prompt is too long""",0
"""input_prompt""",0
"""{text}""",0
"""prompt""",0
'db',0
"""train""",0
'html',0
"""llm-math""",0
"""inputs""",0
"""🦙""",0
'application/zip',0
"""Temperature""",0
"""DB""",0
"""One of 'examples' and 'example_selector' should be provided""",0
"""modifiedTime""",0
'</h2>',0
""", """,0
"""Fecha desde cuando se quiere consultar""",0
"""You need to provide a PromptLayer key to use the promptlayer_chatgpt function.""",0
""".""",0
"""""""Get the next task.""""""",0
"""""",0
"""Task: """,0
'ba',0
'result',0
"""qa""",0
"""""",0
'Interview',0
"""_""",0
"'`, `'",0
"""7""",0
"'""'",0
"""search_chat""",0
'html',0
"""T""",0
"""prev_transcript""",0
"""Content: {page_content}\nSource: {source}""",0
"""""""Check that one and only one of examples/example_selector are provided.""""""",0
""""""" Prompt stuff """"""",0
""" Unless chat templating is intentionally applied, Hugging Face models""",0
'Action',0
"f""LLM response is not in the labels list: {llm_label}""",0
"""""",0
"""about_me""",0
"""""""show knowledge space arguments
        Args:
            - space_name: Knowledge Space Name
        """"""",0
"""entity_matching""",0
"f'<link rel=""stylesheet"" property=""stylesheet"" href=""{webpath(fn)}"">'",0
"""\nPlease respond with the fixed code ONLY and no additional information. \n{format_instructions}.\n Content: {file}\n Error: {error}.""",0
"','",0
'Milvus',0
``,0
'utf8',0
'AI',0
"""Generate Report""",0
"""/>""",0
"""and""",0
'x1',0
"""contradiction""",0
"""template_format""",0
"""bos_token""",0
"""The file is loaded and the vector library is being generated""",0
"""stuff""",0
"""evaluation""",0
'num_beams',0
"""role""",0
"""chat""",0
"""tool_name""",0
'x',0
"""SAY:""",0
"""Google api not installed""",0
'Rectify the action.',0
"""Set""",0
"""text-davinci-003""",0
"f'<p class=""small-font""># of Words: {len(all_text.split())}</p>'",0
'matches',0
"""""""If return_direct, controls whether to return in python native format""""""",0
"""no relevant docs to retrieve""",0
"""goals""",0
"""filename""",0
"""""",0
"""Crawl google for linkedin profile page""",0
'mailto',0
'text-bison@001',0
'custom_llm_provider',0
"f""Loaded vector db from local: {path}/{index_name}""",0
"""collapse_llm provided, but collapse_prompt was not: please """,0
"""Context:\n{context}\n\n Question: {question}""",0
"""challenges_encountered""",0
"""<span style='color:red;'>False</span>""",0
"""name""",0
"""is_in([""",0
"f""AI: {ai_response}""",0
"""question""",0
""" """,0
"""name""",0
'english',0
"""ignore""",0
"""""",0
"'longbody, lowres, bad anatomy, bad hands, missing fingers, extra digit, '",0
"""content""",0
"""temperature""",0
"""user""",0
"""""""The paths of the fields you want included in the response.
        If not specified, the response includes a default set of fields specific to this
        method.
        For development, you can use the special value * to return all fields, but 
        you'll achieve greater performance by only selecting the fields you need. For 
        more information, see [Return specific fields for a file]
        (https://developers.google.com/drive/api/v3/fields-parameter).""""""",0
"""{\n""",0
"""role""",0
"""Please provide the missing API keys in Settings.""",0
"f""USER: {pc_user_message}""",0
"""single""",0
'Choose your model',0
"f""| Total Duration: {total_dur} seconds.\n""",0
"""Either flow_name or flow_id must be provided""",0
"""error""",0
"""cyan""",0
"""properties""",0
'punkt',0
"""list""",0
"""label""",0
"""task_guidelines""",0
"""annualReports""",0
"""text""",0
'dynsrc',0
"""/""",0
"""""""Async retrieve nodes given query.""""""",0
"""No feedback ID provided""",0
"""""""
    Custom prompt template for the Slack Agent
    """"""",0
"""latin-1""",0
"""human""",0
"""""""Async predict the answer to a query.

        Args:
            prompt (BasePromptTemplate): BasePromptTemplate to use for prediction.

        Returns:
            Tuple[str, str]: Tuple of the predicted answer and the formatted prompt.

        """"""",0
"""""""Configuration for this pydantic object.""""""",0
"""gdrive-all-in-folder""",0
"""Content-Type""",0
"""model""",0
"""""""  Step-3:
     1. Create the toolbox (List of tools) for the agent.
     2. The tool contains:
        - The name of the tool, MUST be UNIQUE between every tools
        - The functionality/behavior of the tool:
            -- This function will be called if the agent decides to use this tool.
        - Descripton of the tool
            -- When agent searches what tool to use, it uses description of the tool
    """"""",0
"""""""Human: {input_prompt}

Model: {output_from_model}

Critique Request: {critique_request}

Critique: {critique}

If the critique does not identify anything worth changing, ignore the Revision Request and do not make any revisions. Instead, return ""No revisions needed"".

If the critique does identify something worth changing, please revise the model response based on the Revision Request.

Revision Request: {revision_request}

Revision:""""""",0
"""LOADING_MODEL""",0
"""""""Get input keys. Input refers to user input here.""""""",0
"""plain_text""",0
"""LLM 对话""",0
"""Argh me mateys""",0
"""model_kwargs""",0
"""rb""",0
"""cuda""",0
"""loc""",0
'template_model',0
"""items""",0
"""bedrock""",0
"f""SagemakerException - {error_str}""",0
'Please upload an image or draw a mask.',0
'🧠🛑 Disable GOD MODE',0
"""""""Add new example to list.""""""",0
"""single""",0
"f"" error: {e}""",0
"""history""",0
""":""",0
"""format_instructions""",0
"""mindmap.md""",0
'api',0
"""name""",0
"""text""",0
"""context""",0
"""start""",0
"""owners""",0
"""Must provide either prompt or prompt_template_str.""",0
"""<|endoftext|>""",0
"f""AlephAlphaException - {original_exception.message}""",0
"""""""You are a Top-tier Management Consultant with an MBA and Outstanding Expertise in the Field, Renowned for Major Contributions to International Business Strategy and Consultancy. Note: When you write you avoid cliché language, show with figurative language instead of telling with bland language, make your message interesting, memorable, meaningful, and above all - clear and valuable. 
            This is the purpose of what you're writing: {0}. 

                            This is your table of contents:
                            {1}

                            This is section {2}.{3} of the report completed:
                          
                            """"""",0
"""reaches aispend for logging!""",0
"""stuff""",0
"""choices""",0
"""model_kwargs""",0
'',0
"""model""",0
"""?""",0
"""errors""",0
"f""db_dir, prompts - {db_dir}, \n {pt1},\n\n {pt2}""",0
"f""Total Tokens: {prompt_tokens + comp_tokens}""",0
"""green""",0
"""targetId""",0
""" as electronic health records, medical imaging, and genomic data. Users (patient""",0
"""/home/dev-1/.local/share/nomic.ai/GPT4All/ggml-gpt4all-j-v1.3-groovy.bin""",0
"""text_chunk_size""",0
"""huggingface""",0
"""Jane""",0
"""Google api not installed""",0
"f""Question '{question.name}' is not a supported question in the current Python package""",0
"""product""",0
"""prefix""",0
"""Breaking shortcut without target_id""",0
"""boxes""",0
"""What is the role of the Executive Committee?""",0
"""user""",0
"""url""",0
"""SUPABASE_KEY""",0
""", """,0
"f""{self.sep}{self.question_template}""",0
"""""",0
"""gdrive_api_file""",0
"f""Error in code saving: {traceback.format_exc()}""",0
"f""Initializing OpenAILangChain... with parameters: {code_language}, {temprature}, {max_tokens}, {model} {code_prompt}""",0
"""http_proxy""",0
"""advanced""",0
"""inputs""",0
"""similarity""",0
'drag_gan_tab',0
"""Tell me a {adjective} joke about {content}.""",0
"""/admin""",0
'openai/gpt4',0
"""""""
 Prompt Template con Judini
""""""",0
"""longchat_7b""",0
"""Hello, how are you doing?""",0
"""Ask something, that can be answered using information from DeFiChainWiki: """,0
"""Use config file""",0
'samp',0
"""b w h -> b c 1 w h""",0
"""{{ '<|im_start|>' + message['role'] + '\\n' + message['content'] + '<|im_end|>' + '\\n' }}""",0
"""input_data_type""",0
'end',0
'application/json',0
"""list""",0
"""session_id""",0
""": """,0
"""ctranslate2""",0
"""usage""",0
"""gpt-4-32k-0613""",0
"""host""",0
"""gpu_layers""",0
"""https_proxy""",0
"""e; please ask me a numbered list of essential questions before starting. If you """,0
"""ad_copy""",0
"""actions of characters to the player's actions, and potential consequences of the""",0
"""Google api not installed""",0
"""human.png""",0
"""human""",0
'units-per-em',0
'transcript',0
"""custom_llm_provider""",0
'modify_bot',0
"""max_tokens""",0
'/summarize-text',0
'user',0
"""""""Whether to ignore chain callbacks.""""""",0
'r',0
"""Other configurations are not yet implemented.""",0
"""uploaded""",0
'info',0
"""human_input""",0
"""""",0
"""#### Enter SERP API key 👇""",0
'embedding_model',0
"""browser_content""",0
"""type""",0
"""ui-sans-serif""",0
"""info""",0
"""application/json""",0
"""use_docker""",0
"""""""
        Deregister a given model instance.

        Args:
        - instance (ModelInstance): The instance of the model to deregister.

        Returns:
        - bool: True if deregistration is successful, False otherwise.
        """"""",0
""",""",0
'path',0
"""nghuyong/ernie-3.0-base-zh""",0
"f""> Predicted SQL query: {sql_query_str}""",0
'cuda',0
"""input""",0
"""choice""",0
"""""""
    Allows tools to refer to common objects. 
    Specifically the chat_id to track mentioned papers in a chat. Is inserted into pre-prompt for better tool use
    """"""",0
"""output.jar""",0
"""data: [DONE]\n\n""",0
"""question""",0
"""""",0
"""interview_feedback.txt""",0
"""thoughts""",0
"""Ask a question, start a New search: or CTRL-D to exit.""",0
"""Play""",0
"""Temperature""",0
"""""""Returns true if quoting is disabled. Defaults to false""""""",0
'category',0
"""assistant""",0
"""content""",0
"""base_classes""",0
""": """,0
"""OPENAI_API_KEY""",0
"""use_tools""",0
"""messages""",0
"""task""",0
"""multi_target_strategy""",0
"""Instagram""",0
"""prompts""",0
"""""""Test Validation""""""",0
"""""""Load prompt from Config Dict.""""""",0
"""]""",0
"""This insight has not been generated""",0
'True',0
"""password""",0
f'{game_name}/characters/default/voice.txt',0
"""Why did the frog cross the road?""",0
"""prompt_type""",0
"""prompt_tokens""",0
'VideoCaption',0
"""assistant""",0
"""none""",0
"""qa""",0
"""memory""",0
"""wine_name""",0
"""LLMRerank""",0
"""🚀""",0
"""history""",0
"""HERE IS THE OUTCOME""",0
'</ h3 >',0
"""assistant""",0
"""Temper response from ChatGPT""",0
"f""{file} 未能成功加载""",0
"""content""",0
"f""{truncate_text(node.get_content(), 50)}""",0
"""sources""",0
"""AGENT""",0
'lowsrc',0
"f""\nProcessed Image2Canny, Input Image: {inputs}, Output Text: {updated_image_path}""",0
"f""litedebugger initialized""",0
"""show""",0
"""chosen""",0
"f""max_memory: {max_memory}""",0
"""generated""",0
"""Human""",0
"""helicone""",0
"""gpt-3.5-turbo""",0
'model api base',0
"'""'",0
"""get_fondo_data""",0
"""afffffteeeeeeeerrrrrdsdrrreee1""",0
""". """,0
"""Sentiment Analysis""",0
"""r""",0
""",""",0
"""New Conversation""",0
"""""""Chain for question-answering against a vector database.""""""",0
"""prompt_source""",0
"f""WHERE refresh_date = '{refresh_date}' """,0
"""exception""",0
'ix_tokens_expires_at',0
"""generated""",0
""" """,0
"""OpenAI API Authentication""",0
'agent',0
"""model""",0
"""""",0
'Document',0
"f""""""出处 [{inum + 1}] {doc.metadata['source'] if doc.metadata['source'].startswith(""http"")
    else os.path.split(doc.metadata['source'])[-1]}：\n\n{doc.page_content}\n\n""""""",0
'model',0
"""generated_text""",0
"""dress""",0
"""--text-column""",0
'r',0
"""""""
    In this example, we use a search engine containing Alphabet Investor PDFs (an unstructured Enterprise Search engine). 
    We retrieve a set of search results (snippets from individual PDF documents) and then pass these into an LLM prompt. 
    We ask the LLM to summarize the results

Use Cases
Retrieving and summarizing data that exists across various sources
Structuring unstructured data, e.g. converting financial data stored in PDFs to a Pandas dataframe
""""""",0
'ssl_verify',0
'default_voices/male_voices.json',0
"""sort_by_similarity""",0
'user_input',0
"""koala_v1""",0
"""url""",0
"""False""",0
"""question""",0
"""input_variables""",0
'Which English Dialect would you like?',0
"""source""",0
"""\n""",0
"""params""",0
"""VOYAGE_AI_MODEL""",0
"""best quality, extremely detailed""",0
"""{{ '<|user|>\\n' + message['content'] + '<|end|>\\n' }}""",0
"""azure""",0
"""Intermediate""",0
"""replicate""",0
"""gpt-3.5-turbo""",0
"""max_tokens""",0
'config',0
"""Karen_theEditor_13B-GGML""",0
"""r""",0
'ros2',0
"""Must provide either prompt or prompt_template_str.""",0
"""Answer the question in as much detail as possible: {question}\n""",0
"""templates""",0
